facet_id,source_tet10_element_tag,source_local_face,classification,node_tags_json,node_xyz_json,per_node_exact_trimmed_face_tags_json,union_exact_trimmed_face_tags_json,common_exact_trimmed_face_tags_json,warning
110548,1243532,1,UNMAPPED,"[383143,383965,383295,386908,387505,387506]","[[49.70258859364863,8.005,-15.993807296336488],[49.553715000766495,8.005,-15.888628974779555],[49.750697725353774,8.005,-15.795635680590072],[49.628151797207565,8.005,-15.941218135558021],[49.65220636306013,8.005,-15.842132327684814],[49.7266431595012,8.005,-15.89472148846328]]","[[124],[124],[79],[124],[124],[79]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110549,1210620,1,UNMAPPED,"[384011,383143,383295,388772,387506,387626]","[[49.856848639922276,8.005,-15.929094615722935],[49.70258859364863,8.005,-15.993807296336488],[49.750697725353774,8.005,-15.795635680590072],[49.77971861678545,8.005,-15.961450956029712],[49.7266431595012,8.005,-15.89472148846328],[49.803773182638025,8.005,-15.862365148156503]]","[[79],[124],[79],[79],[79],[79]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110690,1124981,0,UNMAPPED,"[383290,383286,383284,388673,387960,387992]","[[38.60909210956131,8.005,-15.7954134056856],[38.408881106836326,8.005,-15.687541256940573],[38.60609235462661,8.005,-15.577778403915225],[38.50898660819882,8.005,-15.741477331313087],[38.50748673073147,8.005,-15.632659830427901],[38.607592232093964,8.005,-15.686595904800413]]","[[118],[75],[75],[118],[75],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110694,1218324,1,UNMAPPED,"[383289,383288,383286,385721,388203,388202]","[[38.414545688392565,8.005,-15.89799749029364],[38.20429786345403,8.005,-15.818492772705625],[38.408881106836326,8.005,-15.687541256940573],[38.3094217759233,8.005,-15.858245131499633],[38.30658948514518,8.005,-15.753017014823099],[38.41171339761445,8.005,-15.792769373617109]]","[[118],[75],[75],[75],[75],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110695,1167856,0,UNMAPPED,"[383290,383289,383286,386434,388202,388673]","[[38.60909210956131,8.005,-15.7954134056856],[38.414545688392565,8.005,-15.89799749029364],[38.408881106836326,8.005,-15.687541256940573],[38.51181889897694,8.005,-15.84670544798962],[38.41171339761445,8.005,-15.792769373617109],[38.50898660819882,8.005,-15.741477331313087]]","[[118],[118],[75],[118],[118],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110697,1187429,0,UNMAPPED,"[383655,383288,383289,384383,385721,384372]","[[38.22003795583212,8.005,-16.01169304323508],[38.20429786345403,8.005,-15.818492772705625],[38.414545688392565,8.005,-15.89799749029364],[38.21216790964307,8.005,-15.915092907970351],[38.3094217759233,8.005,-15.858245131499633],[38.317291822112345,8.005,-15.95484526676436]]","[[118],[75],[118],[75],[75],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110700,1192470,3,UNMAPPED,"[383303,383291,383293,387220,388009,388177]","[[49.3869528667518,8.005,-15.782239468266404],[49.39862420012375,8.005,-15.575328532764217],[49.587417423875635,8.005,-15.673472555218787],[49.39278853343777,8.005,-15.67878400051531],[49.49302081199969,8.005,-15.624400543991502],[49.48718514531372,8.005,-15.727856011742595]]","[[124],[79],[79],[124],[79],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110703,1200242,1,UNMAPPED,"[383293,383295,383965,388279,387505,390501]","[[49.587417423875635,8.005,-15.673472555218787],[49.750697725353774,8.005,-15.795635680590072],[49.553715000766495,8.005,-15.888628974779555],[49.669057574614705,8.005,-15.73455411790443],[49.65220636306013,8.005,-15.842132327684814],[49.57056621232107,8.005,-15.781050764999172]]","[[79],[79],[124],[79],[124],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110704,1192467,2,UNMAPPED,"[383965,383303,383293,386872,388177,390501]","[[49.553715000766495,8.005,-15.888628974779555],[49.3869528667518,8.005,-15.782239468266404],[49.587417423875635,8.005,-15.673472555218787],[49.47033393375914,8.005,-15.83543422152298],[49.48718514531372,8.005,-15.727856011742595],[49.57056621232107,8.005,-15.781050764999172]]","[[124],[124],[79],[124],[124],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110827,1226704,1,UNMAPPED,"[383385,383384,383383,389219,389220,389218]","[[41.21131322776252,8.005,20.61315379679318],[41.31234287080453,8.005,20.777587537363306],[41.412692882319234,8.005,20.623968981472185],[41.26182804928352,8.005,20.69537066707824],[41.36251787656188,8.005,20.70077825941775],[41.312003055040876,8.005,20.618561389132683]]","[[121],[77],[77],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110828,1125784,2,UNMAPPED,"[383385,383383,383791,389218,385485,390558]","[[41.21131322776252,8.005,20.61315379679318],[41.412692882319234,8.005,20.623968981472185],[41.325338101978204,8.005,20.467080297501685],[41.312003055040876,8.005,20.618561389132683],[41.36901549214872,8.005,20.54552463948693],[41.26832566487036,8.005,20.540117047147437]]","[[121],[77],[121],[77],[77],[121]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110829,1213368,2,UNMAPPED,"[383383,383974,383791,385484,385435,385485]","[[41.412692882319234,8.005,20.623968981472185],[41.521912201026,8.005,20.482804745783515],[41.325338101978204,8.005,20.467080297501685],[41.467302541672616,8.005,20.553386863627853],[41.4236251515021,8.005,20.4749425216426],[41.36901549214872,8.005,20.54552463948693]]","[[77],[77],[121],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110830,1209062,0,UNMAPPED,"[383386,383384,383385,389729,389219,389278]","[[41.114565548708036,8.005,20.774427712544803],[41.31234287080453,8.005,20.777587537363306],[41.21131322776252,8.005,20.61315379679318],[41.21345420975628,8.005,20.77600762495405],[41.26182804928352,8.005,20.69537066707824],[41.16293938823528,8.005,20.693790754668992]]","[[77],[77],[121],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110833,1127067,2,UNMAPPED,"[383385,383387,383386,388857,389277,389278]","[[41.21131322776252,8.005,20.61315379679318],[41.02299395414207,8.005,20.613341629992934],[41.114565548708036,8.005,20.774427712544803],[41.11715359095229,8.005,20.613247713393054],[41.068779751425055,8.005,20.693884671268865],[41.16293938823528,8.005,20.693790754668992]]","[[121],[121],[77],[121],[121],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110836,1111767,3,UNMAPPED,"[383388,383386,383387,389767,389277,389332]","[[40.91809214936242,8.005,20.76827836199516],[41.114565548708036,8.005,20.774427712544803],[41.02299395414207,8.005,20.613341629992934],[41.01632884903523,8.005,20.77135303726998],[41.068779751425055,8.005,20.693884671268865],[40.970543051752244,8.005,20.690809995994048]]","[[121],[77],[121],[121],[121],[121]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110837,1213600,3,UNMAPPED,"[383946,383386,383388,391532,389767,390957]","[[41.01915018072772,8.005,20.909566379296468],[41.114565548708036,8.005,20.774427712544803],[40.91809214936242,8.005,20.76827836199516],[41.066857864717875,8.005,20.84199704592064],[41.01632884903523,8.005,20.77135303726998],[40.96862116504507,8.005,20.838922370645815]]","[[77],[77],[121],[77],[121],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110844,1116004,2,UNMAPPED,"[383398,383946,383388,390956,390957,390066]","[[40.82891768097602,8.005,20.91399757694015],[41.01915018072772,8.005,20.909566379296468],[40.91809214936242,8.005,20.76827836199516],[40.92403393085187,8.005,20.91178197811831],[40.96862116504507,8.005,20.838922370645815],[40.87350491516922,8.005,20.841137969467656]]","[[121],[77],[121],[77],[77],[121]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110869,1232524,3,UNMAPPED,"[383398,383834,383917,391329,391196,387419]","[[40.82891768097602,8.005,20.91399757694015],[40.62337663397183,8.005,20.910968441675205],[40.719965493317495,8.005,21.055507547575775],[40.726147157473925,8.005,20.91248300930768],[40.67167106364466,8.005,20.983237994625487],[40.77444158714676,8.005,20.984752562257963]]","[[121],[121],[77],[121],[121],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110870,1194005,3,UNMAPPED,"[383917,383847,383398,386866,387420,387419]","[[40.719965493317495,8.005,21.055507547575775],[40.91907051493696,8.005,21.055373810733105],[40.82891768097602,8.005,20.91399757694015],[40.819518004127225,8.005,21.05544067915444],[40.87399409795649,8.005,20.984685693836628],[40.77444158714676,8.005,20.984752562257963]]","[[77],[77],[121],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110871,1116007,3,UNMAPPED,"[383847,383946,383398,391340,390956,387420]","[[40.91907051493696,8.005,21.055373810733105],[41.01915018072772,8.005,20.909566379296468],[40.82891768097602,8.005,20.91399757694015],[40.96911034783234,8.005,20.982470095014786],[40.92403393085187,8.005,20.91178197811831],[40.87399409795649,8.005,20.984685693836628]]","[[77],[77],[121],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110977,1167249,0,UNMAPPED,"[383484,383485,383483,388760,388291,388768]","[[40.61262045501082,8.005,-18.851095762280327],[40.81288714528229,8.005,-18.85112630832759],[40.713684156390286,8.005,-19.025269830516716],[40.71275380014655,8.005,-18.85111103530396],[40.76328565083629,8.005,-18.938198069422153],[40.66315230570055,8.005,-18.93818279639852]]","[[117],[117],[81],[117],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110978,1174533,0,UNMAPPED,"[383557,383483,383485,388290,388291,388289]","[[40.91621439944762,8.005,-19.025828392145183],[40.713684156390286,8.005,-19.025269830516716],[40.81288714528229,8.005,-18.85112630832759],[40.81494927791895,8.005,-19.02554911133095],[40.76328565083629,8.005,-18.938198069422153],[40.86455077236495,8.005,-18.938477350236386]]","[[81],[81],[117],[81],[117],[81]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110983,1226858,0,UNMAPPED,"[383490,383485,383487,388564,388935,389312]","[[41.01101435898506,8.005,-18.848845685853348],[40.81288714528229,8.005,-18.85112630832759],[40.9110461561348,8.005,-18.68343963315749],[40.91195075213367,8.005,-18.84998599709047],[40.861966650708546,8.005,-18.767282970742542],[40.961030257559926,8.005,-18.76614265950542]]","[[81],[117],[117],[117],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110984,1193057,1,UNMAPPED,"[383490,383557,383485,388131,388289,388564]","[[41.01101435898506,8.005,-18.848845685853348],[40.91621439944762,8.005,-19.025828392145183],[40.81288714528229,8.005,-18.85112630832759],[40.96361437921634,8.005,-18.937337038999264],[40.86455077236495,8.005,-18.938477350236386],[40.91195075213367,8.005,-18.84998599709047]]","[[81],[81],[117],[81],[81],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110988,1220098,0,UNMAPPED,"[383491,383490,383487,389311,389312,388839]","[[41.10862356939995,8.005,-18.67752166717637],[41.01101435898506,8.005,-18.848845685853348],[40.9110461561348,8.005,-18.68343963315749],[41.0598189641925,8.005,-18.76318367651486],[40.961030257559926,8.005,-18.76614265950542],[41.00983486276738,8.005,-18.68048065016693]]","[[117],[81],[117],[81],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110997,1117470,2,UNMAPPED,"[383574,383490,383491,388516,389311,390034]","[[41.2129575466474,8.005,-18.850338701799966],[41.01101435898506,8.005,-18.848845685853348],[41.10862356939995,8.005,-18.67752166717637],[41.11198595281623,8.005,-18.849592193826656],[41.0598189641925,8.005,-18.76318367651486],[41.16079055802368,8.005,-18.763930184488167]]","[[81],[81],[117],[81],[81],[81]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110999,1209325,3,UNMAPPED,"[383493,383494,383491,389449,389742,389016]","[[41.18641876564255,8.005,-18.514776635275457],[41.31078656792816,8.005,-18.68438702549321],[41.10862356939995,8.005,-18.67752166717637],[41.24860266678535,8.005,-18.599581830384334],[41.20970506866406,8.005,-18.68095434633479],[41.14752116752125,8.005,-18.596149151225912]]","[[117],[81],[117],[81],[81],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111000,1209319,3,UNMAPPED,"[383491,383494,383574,389742,386981,390034]","[[41.10862356939995,8.005,-18.67752166717637],[41.31078656792816,8.005,-18.68438702549321],[41.2129575466474,8.005,-18.850338701799966],[41.20970506866406,8.005,-18.68095434633479],[41.26187205728778,8.005,-18.76736286364659],[41.16079055802368,8.005,-18.763930184488167]]","[[117],[81],[81],[81],[81],[81]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111002,1209313,1,UNMAPPED,"[383493,383773,383494,384530,389448,389449]","[[41.18641876564255,8.005,-18.514776635275457],[41.38632656244184,8.005,-18.51546742646354],[41.31078656792816,8.005,-18.68438702549321],[41.28637266404219,8.005,-18.5151220308695],[41.348556565185,8.005,-18.599927225978377],[41.24860266678535,8.005,-18.599581830384334]]","[[117],[81],[81],[117],[81],[81]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111003,1149424,0,UNMAPPED,"[383493,383786,383773,384529,384526,384530]","[[41.18641876564255,8.005,-18.514776635275457],[41.265163415497156,8.005,-18.35628037081509],[41.38632656244184,8.005,-18.51546742646354],[41.22579109056985,8.005,-18.435528503045273],[41.3257449889695,8.005,-18.435873898639315],[41.28637266404219,8.005,-18.5151220308695]]","[[117],[117],[81],[117],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111039,1133660,3,UNMAPPED,"[383551,384004,383662,390652,390718,390390]","[[49.6617614701305,8.005,-17.067468463650478],[49.68265067126727,8.005,-17.253091343993642],[49.516946501063835,8.005,-17.22014482712608],[49.672206070698884,8.005,-17.16027990382206],[49.59979858616555,8.005,-17.23661808555986],[49.58935398559717,8.005,-17.14380664538828]]","[[124],[80],[80],[124],[80],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111040,1160965,3,UNMAPPED,"[384130,383551,383662,390389,390390,390388]","[[49.498537108916366,8.005,-16.996685986456388],[49.6617614701305,8.005,-17.067468463650478],[49.516946501063835,8.005,-17.22014482712608],[49.58014928952343,8.005,-17.03207722505343],[49.58935398559717,8.005,-17.14380664538828],[49.507741804990104,8.005,-17.108415406791234]]","[[124],[124],[80],[124],[124],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111069,1112174,2,UNMAPPED,"[383832,383622,383687,386911,384449,386910]","[[49.867274848433745,8.005,19.136292943953737],[49.81252683884151,8.005,19.34355056070395],[50.01412342994836,8.005,19.273144906319704],[49.83990084363762,8.005,19.239921752328843],[49.91332513439494,8.005,19.308347733511827],[49.940699139191054,8.005,19.20471892513672]]","[[123],[78],[78],[78],[78],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
