inspection_id,part_id,module,characteristic,source_nominal,method,acceptance_limit,measured_value,result,evidence,warning
FC-I0327,G02_GUIDE_ROD_REAR,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0328,G02_GUIDE_ROD_REAR,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0329,G02_PINION,G02,X/Y/Z printed envelope,10.996 x 6.000 x 10.996 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0330,G02_PINION,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0331,G02_PINION,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0332,G02_PINION,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0333,G02_RACK_POSITIVE,G02,X/Y/Z printed envelope,32.952 x 6.000 x 3.250 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0334,G02_RACK_POSITIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0335,G02_RACK_POSITIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0336,G02_RACK_POSITIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0337,G02_RACK_NEGATIVE,G02,X/Y/Z printed envelope,32.952 x 6.000 x 3.250 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0338,G02_RACK_NEGATIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0339,G02_RACK_NEGATIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0340,G02_RACK_NEGATIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0341,G02_FINGER_POSITIVE,G02,X/Y/Z printed envelope,14.000 x 36.000 x 52.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0342,G02_FINGER_POSITIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0343,G02_FINGER_POSITIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0344,G02_FINGER_POSITIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0345,G02_FINGER_NEGATIVE,G02,X/Y/Z printed envelope,14.000 x 36.000 x 52.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0346,G02_FINGER_NEGATIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0347,G02_FINGER_NEGATIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0348,G02_FINGER_NEGATIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0349,G02_PAD_POSITIVE,G02,X/Y/Z printed envelope,3.000 x 30.000 x 30.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0350,G02_PAD_POSITIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0351,G02_PAD_POSITIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0352,G02_PAD_POSITIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0353,G02_PAD_NEGATIVE,G02,X/Y/Z printed envelope,3.000 x 30.000 x 30.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0354,G02_PAD_NEGATIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0355,G02_PAD_NEGATIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0356,G02_PAD_NEGATIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0357,G02_STOP_POSITIVE,G02,X/Y/Z printed envelope,4.000 x 24.000 x 9.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0358,G02_STOP_POSITIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0359,G02_STOP_POSITIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0360,G02_STOP_POSITIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0361,G02_STOP_NEGATIVE,G02,X/Y/Z printed envelope,4.000 x 24.000 x 9.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0362,G02_STOP_NEGATIVE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0363,G02_STOP_NEGATIVE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0364,G02_STOP_NEGATIVE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0365,G02_MANUAL_RELEASE_HUB,G02,X/Y/Z printed envelope,8.000 x 4.000 x 8.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0366,G02_MANUAL_RELEASE_HUB,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0367,G02_MANUAL_RELEASE_HUB,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0368,G02_MANUAL_RELEASE_HUB,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0369,T01_TORSO_FRONT_COVER,T01,X/Y/Z printed envelope,209.000 x 66.500 x 164.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0370,T01_TORSO_FRONT_COVER,T01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0371,T01_TORSO_FRONT_COVER,T01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0372,T01_TORSO_FRONT_COVER,T01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0373,T01_TORSO_REAR_COVER,T01,X/Y/Z printed envelope,209.000 x 66.500 x 164.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0374,T01_TORSO_REAR_COVER,T01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0375,T01_TORSO_REAR_COVER,T01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0376,T01_TORSO_REAR_COVER,T01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0377,P01_PELVIS_FRONT_COVER,P01,X/Y/Z printed envelope,161.500 x 56.875 x 71.500 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0378,P01_PELVIS_FRONT_COVER,P01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0379,P01_PELVIS_FRONT_COVER,P01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0380,P01_PELVIS_FRONT_COVER,P01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0381,P01_PELVIS_REAR_COVER,P01,X/Y/Z printed envelope,161.500 x 56.875 x 71.500 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0382,P01_PELVIS_REAR_COVER,P01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0383,P01_PELVIS_REAR_COVER,P01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0384,P01_PELVIS_REAR_COVER,P01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0385,H01_HEAD_FRONT_BEZEL,H01,X/Y/Z printed envelope,150.052 x 55.033 x 97.480 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0386,H01_HEAD_FRONT_BEZEL,H01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0387,H01_HEAD_FRONT_BEZEL,H01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0388,H01_HEAD_FRONT_BEZEL,H01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0389,H01_HEAD_REAR_COVER,H01,X/Y/Z printed envelope,150.074 x 55.044 x 97.514 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0390,H01_HEAD_REAR_COVER,H01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0391,H01_HEAD_REAR_COVER,H01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0392,H01_HEAD_REAR_COVER,H01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
