child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
CTRL-008-A24,CTRL-008,24,control,The HR-V0 DYNAMIXEL transport shall not write a register while operating-system selection is unresolved.,MUST,TEST-CTRL-007,Completed HIL CSV raw packets serial/USB logs timing and oscilloscope traces calibration records fault matrix video nonconformance dispositions and signed controls electrical and independent-witness approval,Unresolved configuration cannot open the port; the exact released bus configures only with torque off; every unexpected ID packet error timeout unplug process failure watchdog expiry authority loss telemetry limit brownout reboot or partial-write case removes torque within the separately released limit and never resumes the prior target,PASS only if executed TEST-CTRL-007 configuration-bound evidence demonstrates: The HR-V0 DYNAMIXEL transport shall not write a register while operating-system selection is unresolved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A25,CTRL-008,25,control,The HR-V0 DYNAMIXEL transport shall not open a device while SDK selection is unresolved.,MUST,TEST-CTRL-007,Completed HIL CSV raw packets serial/USB logs timing and oscilloscope traces calibration records fault matrix video nonconformance dispositions and signed controls electrical and independent-witness approval,Unresolved configuration cannot open the port; the exact released bus configures only with torque off; every unexpected ID packet error timeout unplug process failure watchdog expiry authority loss telemetry limit brownout reboot or partial-write case removes torque within the separately released limit and never resumes the prior target,PASS only if executed TEST-CTRL-007 configuration-bound evidence demonstrates: The HR-V0 DYNAMIXEL transport shall not open a device while SDK selection is unresolved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A26,CTRL-008,26,control,The HR-V0 DYNAMIXEL transport shall not write a register while SDK selection is unresolved.,MUST,TEST-CTRL-007,Completed HIL CSV raw packets serial/USB logs timing and oscilloscope traces calibration records fault matrix video nonconformance dispositions and signed controls electrical and independent-witness approval,Unresolved configuration cannot open the port; the exact released bus configures only with torque off; every unexpected ID packet error timeout unplug process failure watchdog expiry authority loss telemetry limit brownout reboot or partial-write case removes torque within the separately released limit and never resumes the prior target,PASS only if executed TEST-CTRL-007 configuration-bound evidence demonstrates: The HR-V0 DYNAMIXEL transport shall not write a register while SDK selection is unresolved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A27,CTRL-008,27,control,The HR-V0 DYNAMIXEL transport shall not write a register while device-path selection is unresolved.,MUST,TEST-CTRL-007,Completed HIL CSV raw packets serial/USB logs timing and oscilloscope traces calibration records fault matrix video nonconformance dispositions and signed controls electrical and independent-witness approval,Unresolved configuration cannot open the port; the exact released bus configures only with torque off; every unexpected ID packet error timeout unplug process failure watchdog expiry authority loss telemetry limit brownout reboot or partial-write case removes torque within the separately released limit and never resumes the prior target,PASS only if executed TEST-CTRL-007 configuration-bound evidence demonstrates: The HR-V0 DYNAMIXEL transport shall not write a register while device-path selection is unresolved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A28,CTRL-008,28,control,After release the transport shall enable torque only for one fresh supervisor trajectory whose preconditions match.,MUST,TEST-CTRL-007,Completed HIL CSV raw packets serial/USB logs timing and oscilloscope traces calibration records fault matrix video nonconformance dispositions and signed controls electrical and independent-witness approval,Unresolved configuration cannot open the port; the exact released bus configures only with torque off; every unexpected ID packet error timeout unplug process failure watchdog expiry authority loss telemetry limit brownout reboot or partial-write case removes torque within the separately released limit and never resumes the prior target,PASS only if executed TEST-CTRL-007 configuration-bound evidence demonstrates: After release the transport shall enable torque only for one fresh supervisor trajectory whose preconditions match.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A01,ELEC-001,1,electrical,The actuator-power domain shall have protection independent of the safety-control-power domain.,MUST,INSPECT-ELEC-001,As-built inspection record,Compute safety and actuator domains are separately protected,PASS only if executed INSPECT-ELEC-001 configuration-bound evidence demonstrates: The actuator-power domain shall have protection independent of the safety-control-power domain.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A02,ELEC-001,2,electrical,The safety-control-power domain shall have protection independent of the compute-power domain.,MUST,INSPECT-ELEC-001,As-built inspection record,Compute safety and actuator domains are separately protected,PASS only if executed INSPECT-ELEC-001 configuration-bound evidence demonstrates: The safety-control-power domain shall have protection independent of the compute-power domain.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A03,ELEC-001,3,electrical,The compute-power domain shall have protection independent of the actuator-power domain.,MUST,INSPECT-ELEC-001,As-built inspection record,Compute safety and actuator domains are separately protected,PASS only if executed INSPECT-ELEC-001 configuration-bound evidence demonstrates: The compute-power domain shall have protection independent of the actuator-power domain.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A01,ELEC-003,1,electrical,Each actuator-power branch shall have separately selected branch protection.,MUST,INSPECT-ELEC-002,Inspection and load records,Every branch matches released ratings and derating,PASS only if executed INSPECT-ELEC-002 configuration-bound evidence demonstrates: Each actuator-power branch shall have separately selected branch protection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A02,ELEC-003,2,electrical,Each actuator-power-branch conductor shall be rated for the verified application load.,MUST,INSPECT-ELEC-002,Inspection and load records,Every branch matches released ratings and derating,PASS only if executed INSPECT-ELEC-002 configuration-bound evidence demonstrates: Each actuator-power-branch conductor shall be rated for the verified application load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A03,ELEC-003,3,electrical,Each actuator-power-branch connector shall be rated for the verified application load.,MUST,INSPECT-ELEC-002,Inspection and load records,Every branch matches released ratings and derating,PASS only if executed INSPECT-ELEC-002 configuration-bound evidence demonstrates: Each actuator-power-branch connector shall be rated for the verified application load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A04,ELEC-003,4,electrical,Each actuator-power branch shall have coordinated branch protection.,MUST,INSPECT-ELEC-002,Inspection and load records,Every branch matches released ratings and derating,PASS only if executed INSPECT-ELEC-002 configuration-bound evidence demonstrates: Each actuator-power branch shall have coordinated branch protection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A05,ELEC-003,5,electrical,Each actuator-power-branch conductor shall be rated for the verified installation conditions.,MUST,INSPECT-ELEC-002,Inspection and load records,Every branch matches released ratings and derating,PASS only if executed INSPECT-ELEC-002 configuration-bound evidence demonstrates: Each actuator-power-branch conductor shall be rated for the verified installation conditions.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
