child_id,parent_id,verification_id,procedure_revision,configuration_id,observed_value_or_state,acceptance_limit,result_PASS_or_FAIL,evidence_uri,executor,timestamp,reviewer,decision,warning
GRIP-002-A01,GRIP-002,INSPECT-GRIP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GRIP-001 configuration-bound evidence demonstrates: The HR-V0 gripper mechanism shall use the controlled ROBOTIS OpenMANIPULATOR-X mechanism subset.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A02,GRIP-002,INSPECT-GRIP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GRIP-001 configuration-bound evidence demonstrates: The HR-V0 gripper shall use broad compliant object-contact pads.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A03,GRIP-002,INSPECT-GRIP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GRIP-001 configuration-bound evidence demonstrates: A fixed local gripper guard shall prevent access to the actuator-frame crank-linkage pinch zone.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A04,GRIP-002,INSPECT-GRIP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GRIP-001 configuration-bound evidence demonstrates: A fixed local gripper guard shall prevent access to the rail pinch zones.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A05,GRIP-002,INSPECT-GRIP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GRIP-001 configuration-bound evidence demonstrates: HR-V0 shall not perform a human handoff under this release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A01,LEG-001,AUDIT-LEG-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-001 configuration-bound evidence demonstrates: Each powered leg-joint actuator shall pass its released load test before the joint is enabled.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A02,LEG-001,AUDIT-LEG-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-001 configuration-bound evidence demonstrates: Each powered leg-joint actuator shall pass its released thermal test before the joint is enabled.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A03,LEG-001,AUDIT-LEG-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-001 configuration-bound evidence demonstrates: Each powered leg-joint brake or power-loss strategy shall pass its released test before the joint is enabled.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A04,LEG-001,AUDIT-LEG-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-001 configuration-bound evidence demonstrates: Each powered leg-joint structure shall pass its released proof before the joint is enabled.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A05,LEG-001,AUDIT-LEG-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-001 configuration-bound evidence demonstrates: Each powered leg-joint restraint interface shall pass its released proof before the joint is enabled.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-002-A01,LEG-002,AUDIT-LEG-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-002 configuration-bound evidence demonstrates: Untethered level-floor walking shall remain the required HR-30W end-state.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-002-A02,LEG-002,AUDIT-LEG-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-LEG-002 configuration-bound evidence demonstrates: Untethered level-floor walking shall not begin until HR-30D slack-tether acceptance passes.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A01,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall have a controlled part-level mass ledger.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A02,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall have a controlled part-level inertia ledger.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A03,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body mass ledger shall distinguish target values from estimated values.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A04,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body mass ledger shall distinguish estimated values from measured values.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A05,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall report assembly center of mass.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A06,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall report whole-body center of mass.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A07,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall report assembly inertia in the released frame.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A08,MASS-001,REVIEW-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-001 configuration-bound evidence demonstrates: Each full-body configuration shall report whole-body inertia in the released frame.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A01,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: HR-V0 moving-assembly mass excluding the fixed shoulder actuator and base shall not exceed 0.75 kg.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A02,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: The exact HR-V0 moving assembly shall have a controlled part-level mass ledger.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A03,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: The HR-V0 moving-mass ledger shall distinguish CAD mass from supplier mass.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A04,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: The HR-V0 moving-mass ledger shall distinguish supplier mass from measured mass.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A05,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: The HR-V0 moving-mass ledger shall report each part local center of mass.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A06,MASS-002,REVIEW-MASS-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed REVIEW-MASS-002 configuration-bound evidence demonstrates: The HR-V0 moving-mass ledger shall report each part inertia in its controlled local frame.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A01,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall have a controlled route.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A02,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall have controlled strain relief.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A03,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall have a controlled service loop.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A04,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain within released bend limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A05,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall have released abrasion protection.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A06,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain clear of hard stops throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A07,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall have a controlled route.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A08,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall have controlled retention.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A09,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall have controlled strain relief.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A10,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall have controlled retention.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A11,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain within released twist limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A12,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall have released abrasion protection.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A13,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain clear of pinch points throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A14,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain clear of guards throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A15,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 cable shall remain clear of payloads throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A16,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall remain clear of hard stops throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A17,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall remain clear of pinch points throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A18,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall remain clear of guards throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A19,MECH-001,INSPECT-CABLE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-CABLE-001 configuration-bound evidence demonstrates: Each moving HR-V0 connector shall remain clear of payloads throughout the complete mechanical range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A01,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall define one controlled bench-to-object datum chain.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A02,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall enumerate every assembly component.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A03,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall enumerate every mechanical interface.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
