part_id,module,characteristic_id,nominal_or_basis,acceptance_requirement,inspection_method,result,authority,warning
A02_FOREARM_LINK_REAR,A02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,OVERALL_X,8.998 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,OVERALL_Y,26.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,OVERALL_Z,145.052 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,OVERALL_X,60.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,OVERALL_Y,1.202 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,OVERALL_Z,132.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,OVERALL_X,60.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,OVERALL_Y,1.202 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,OVERALL_Z,132.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,OVERALL_X,66.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,OVERALL_Y,1.202 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,OVERALL_Z,138.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,OVERALL_X,66.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,OVERALL_Y,1.202 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,OVERALL_Z,138.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,OVERALL_X,82.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,OVERALL_Y,118.002 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,OVERALL_Z,1.202 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,OVERALL_X,39.161 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,OVERALL_Y,46.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,OVERALL_Z,145.411 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,OVERALL_X,39.161 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,OVERALL_Y,46.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,OVERALL_Z,145.411 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,OVERALL_X,6.199 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,OVERALL_Y,44.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,OVERALL_Z,144.955 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,DATUM_SCHEME,A mounting/seam surface; B longest edge/centerplane; C orthogonal edge/centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,OVERALL_X,6.199 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,OVERALL_Y,44.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,OVERALL_Z,144.955 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,OVERALL_X,50.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,OVERALL_Y,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,OVERALL_Z,36.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,OVERALL_X,50.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,OVERALL_Y,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,OVERALL_Z,36.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,OVERALL_X,46.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,OVERALL_Y,50.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,OVERALL_Z,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
